student_id,course_id,instructor_id,feedback_score,textual_review,attendance_rate,assignment_submission_rate,quiz_avg_score,exam_avg_score,lms_logins_past_month,avg_session_duration_minutes,forum_participation_count,video_completion_rate,instructor_response_time,risk_level
S1270,ECE301,I008,2.0,"Slides were unclear, needs more clarity.",50,99,71,27,41,18,15,66,50,High
S1271,CSE101,I010,4.6,Very interactive and engaging class.,57,58,81,67,4,17,0,68,43,High
S1272,CSE101,I016,2.9,Good explanations with real-life examples.,97,55,53,49,29,52,9,73,25,Medium
S1273,MAT204,I008,2.9,Great teaching style and support from instructor.,99,93,82,77,22,6,18,37,45,Medium
S1274,ECE301,I001,4.0,"Average experience, nothing special.",62,64,85,74,20,8,4,46,2,Medium
S1275,ECE301,I012,1.6,Good explanations with real-life examples.,64,87,92,92,25,16,17,91,55,High
S1276,PHY110,I005,2.9,The lecture was clear but pace was fast.,93,57,37,81,46,52,2,25,53,Medium
S1277,ECE301,I003,2.7,"Slides were unclear, needs more clarity.",57,62,88,67,20,14,3,94,37,High
S1278,ECE301,I001,3.4,The lecture was clear but pace was fast.,59,92,74,23,19,7,3,88,39,High
S1279,ECE301,I004,5.0,"Average experience, nothing special.",95,60,56,56,22,8,10,90,45,Medium
S1280,CSE202,I008,4.1,Great teaching style and support from instructor.,54,50,81,27,3,10,8,41,48,High
S1281,PHY110,I003,2.6,Good explanations with real-life examples.,99,78,47,20,20,27,0,78,30,High
S1282,CSE101,I010,4.3,Good explanations with real-life examples.,68,80,45,89,20,9,15,66,52,Medium
S1283,MAT204,I002,1.7,"Slides were unclear, needs more clarity.",96,43,95,66,0,54,8,87,42,High
S1284,CSE101,I011,1.1,Great teaching style and support from instructor.,87,64,34,94,14,7,10,51,65,High
S1285,PHY110,I010,1.8,Very interactive and engaging class.,60,71,32,24,16,14,5,20,49,High
S1286,MAT204,I014,2.4,Very interactive and engaging class.,92,69,99,69,13,47,16,73,23,High
S1287,PHY110,I007,3.0,"Slides were unclear, needs more clarity.",69,84,36,43,18,23,11,65,18,Medium
S1288,ECE301,I002,3.5,Great teaching style and support from instructor.,69,98,79,66,49,18,7,60,6,Medium
S1289,MAT204,I009,4.6,"Slides were unclear, needs more clarity.",70,65,43,37,33,25,15,60,62,High
S1290,ECE301,I016,3.0,Great teaching style and support from instructor.,67,96,67,47,5,47,4,27,7,Medium
S1291,CSE101,I013,3.0,"Average experience, nothing special.",99,100,76,96,44,32,0,51,54,Medium
S1292,CSE101,I009,1.2,"Average experience, nothing special.",59,75,62,24,48,25,16,49,18,High
S1293,MAT204,I020,1.1,The lecture was clear but pace was fast.,83,90,72,49,5,40,7,65,60,High
S1294,MAT204,I004,3.2,"Slides were unclear, needs more clarity.",75,73,58,20,4,28,9,71,40,High
S1295,PHY110,I010,2.8,Great teaching style and support from instructor.,79,48,86,65,6,58,17,80,55,Medium
S1296,PHY110,I012,4.4,Very interactive and engaging class.,58,51,34,88,32,42,14,32,49,High
S1297,ECE301,I017,1.6,Great teaching style and support from instructor.,95,41,89,50,12,21,19,59,38,High
S1298,MAT204,I014,1.1,"Average experience, nothing special.",100,77,99,89,0,26,12,80,49,High
S1299,CSE101,I014,2.8,Great teaching style and support from instructor.,80,44,31,75,12,23,9,63,69,Medium
S1300,PHY110,I002,1.9,"Slides were unclear, needs more clarity.",91,44,99,47,42,49,8,81,28,High
S1301,PHY110,I020,1.2,The lecture was clear but pace was fast.,53,91,72,35,26,58,12,63,28,High
S1302,CSE101,I011,3.9,The lecture was clear but pace was fast.,55,61,33,73,6,14,2,67,64,High
S1303,PHY110,I016,1.4,The lecture was clear but pace was fast.,63,44,85,72,2,15,2,93,53,High
S1304,ECE301,I019,3.4,The lecture was clear but pace was fast.,53,98,88,31,24,42,0,78,48,High
S1305,MAT204,I006,2.1,"Average experience, nothing special.",75,43,38,39,32,6,1,76,22,High
S1306,CSE101,I019,1.7,"Too many assignments, difficult to manage.",96,100,32,53,39,37,10,30,58,High
S1307,MAT204,I005,2.5,"Slides were unclear, needs more clarity.",97,48,77,72,16,47,13,44,43,Medium
S1308,PHY110,I004,4.2,Good explanations with real-life examples.,88,68,72,83,44,35,9,80,49,Low
S1309,PHY110,I015,2.6,"Slides were unclear, needs more clarity.",66,61,30,42,13,52,6,65,28,Medium
S1310,CSE101,I004,4.0,"Too many assignments, difficult to manage.",68,66,86,46,36,39,0,73,34,Medium
S1311,ECE301,I020,1.5,The lecture was clear but pace was fast.,100,49,82,36,22,41,6,53,36,High
S1312,CSE202,I010,4.1,"Too many assignments, difficult to manage.",98,55,45,67,23,51,14,26,17,Low
S1313,CSE101,I003,1.9,Very interactive and engaging class.,55,81,80,40,28,51,10,81,37,High
S1314,CSE202,I005,3.7,Very interactive and engaging class.,78,100,84,69,37,40,5,76,67,Low
S1315,CSE202,I006,3.3,"Average experience, nothing special.",60,81,30,59,26,27,6,95,57,Medium
S1316,ECE301,I008,4.7,"Slides were unclear, needs more clarity.",65,100,57,22,37,40,6,24,18,High
S1317,CSE202,I007,2.5,"Slides were unclear, needs more clarity.",79,90,82,36,39,44,0,95,21,High
S1318,CSE202,I010,1.3,Good explanations with real-life examples.,74,49,87,80,44,43,9,54,9,High
S1319,ECE301,I006,1.1,"Average experience, nothing special.",89,45,89,69,49,30,14,56,19,High
S1320,CSE202,I014,4.3,Good explanations with real-life examples.,60,88,88,25,22,29,7,79,19,High
S1321,CSE202,I004,3.1,Very interactive and engaging class.,56,44,51,47,30,21,18,84,19,High
S1322,CSE202,I013,4.1,The lecture was clear but pace was fast.,75,97,37,91,35,19,2,35,3,Low
S1323,CSE101,I020,1.9,"Too many assignments, difficult to manage.",71,45,78,74,16,41,14,49,52,High
S1324,CSE101,I017,2.4,Good explanations with real-life examples.,74,98,71,77,36,49,3,92,11,High
S1325,CSE101,I007,1.1,Great teaching style and support from instructor.,68,95,56,64,2,8,5,61,15,High
S1326,ECE301,I004,4.8,Good explanations with real-life examples.,80,98,68,91,35,26,9,80,27,Low
S1327,PHY110,I014,3.7,The lecture was clear but pace was fast.,75,86,54,38,4,21,17,93,48,High
S1328,CSE202,I003,4.7,The lecture was clear but pace was fast.,91,64,67,48,45,26,15,96,31,Medium
S1329,CSE202,I005,2.1,"Slides were unclear, needs more clarity.",90,98,53,42,14,21,17,67,57,High
S1330,ECE301,I016,3.4,"Too many assignments, difficult to manage.",85,90,53,51,48,18,5,81,43,Medium
S1331,CSE202,I020,3.7,The lecture was clear but pace was fast.,72,89,89,29,5,18,18,83,5,High
S1332,CSE101,I004,2.3,"Average experience, nothing special.",96,100,79,68,9,21,16,76,12,High
S1333,PHY110,I002,4.4,Good explanations with real-life examples.,62,43,95,84,31,12,17,87,25,Medium
S1334,MAT204,I018,4.8,Good explanations with real-life examples.,74,79,43,48,22,38,12,65,68,Medium
S1335,CSE202,I019,4.5,Very interactive and engaging class.,51,98,82,78,47,30,6,47,38,High
S1336,CSE101,I019,4.0,The lecture was clear but pace was fast.,51,87,61,64,16,49,19,96,3,High
S1337,MAT204,I017,2.1,Great teaching style and support from instructor.,65,71,77,86,45,34,11,22,13,High
S1338,PHY110,I014,2.1,"Slides were unclear, needs more clarity.",58,95,68,70,19,26,1,56,22,High
S1339,MAT204,I019,4.9,"Too many assignments, difficult to manage.",77,90,69,30,43,20,11,67,70,High
S1340,CSE101,I013,1.0,Great teaching style and support from instructor.,62,91,71,25,40,34,11,38,65,High
S1341,MAT204,I012,3.9,"Slides were unclear, needs more clarity.",84,74,37,86,14,20,3,36,69,Low
S1342,ECE301,I006,3.8,Good explanations with real-life examples.,90,49,55,81,43,42,3,59,44,Low
S1343,MAT204,I004,3.5,Great teaching style and support from instructor.,62,73,41,24,45,58,17,69,55,High
S1344,CSE202,I019,5.0,"Slides were unclear, needs more clarity.",80,75,72,28,21,28,15,92,63,High
S1345,CSE202,I016,2.2,Good explanations with real-life examples.,70,45,80,47,49,40,13,48,13,High
S1346,ECE301,I013,2.4,Good explanations with real-life examples.,81,82,92,96,5,39,16,70,2,High
S1347,CSE101,I004,1.3,Good explanations with real-life examples.,83,85,78,57,3,10,16,61,34,High
S1348,CSE202,I017,2.8,Good explanations with real-life examples.,57,55,56,62,22,8,2,48,65,High
S1349,PHY110,I001,2.0,"Average experience, nothing special.",90,98,38,40,43,22,5,85,69,High
S1350,CSE202,I018,2.4,Good explanations with real-life examples.,97,92,68,81,44,10,12,36,15,High
S1351,CSE202,I020,4.3,Very interactive and engaging class.,51,58,94,65,18,30,8,50,15,High
S1352,CSE101,I017,4.7,Great teaching style and support from instructor.,87,73,100,89,44,41,8,71,10,Low
S1353,MAT204,I015,1.7,"Slides were unclear, needs more clarity.",81,64,100,57,30,31,7,58,27,High
S1354,CSE202,I011,2.5,Very interactive and engaging class.,89,70,36,68,43,45,16,79,50,Medium
S1355,ECE301,I013,4.7,"Average experience, nothing special.",77,88,96,94,2,15,15,70,18,Low
S1356,MAT204,I001,1.2,Very interactive and engaging class.,86,80,39,100,27,42,15,35,69,High
S1357,PHY110,I017,1.4,The lecture was clear but pace was fast.,90,56,100,58,2,20,18,33,61,High
S1358,CSE101,I006,1.7,The lecture was clear but pace was fast.,50,86,82,90,13,23,15,61,4,High
S1359,PHY110,I004,3.4,The lecture was clear but pace was fast.,90,69,86,49,17,47,13,70,26,Medium
S1360,MAT204,I020,1.6,"Too many assignments, difficult to manage.",59,78,56,40,26,57,19,43,22,High
S1361,MAT204,I016,4.9,The lecture was clear but pace was fast.,53,93,83,20,9,19,13,62,13,High
S1362,MAT204,I015,2.8,"Slides were unclear, needs more clarity.",84,94,33,51,48,30,13,92,55,Medium
S1363,PHY110,I015,3.0,Very interactive and engaging class.,59,70,52,27,14,45,13,38,2,High
S1364,MAT204,I006,2.0,"Slides were unclear, needs more clarity.",96,58,77,88,18,35,11,80,2,High
S1365,PHY110,I015,2.9,Great teaching style and support from instructor.,60,74,71,49,8,23,5,82,46,Medium
S1366,MAT204,I014,3.6,The lecture was clear but pace was fast.,63,68,32,27,3,55,19,45,47,High
S1367,ECE301,I011,4.0,"Average experience, nothing special.",87,98,32,38,14,28,12,54,49,High
S1368,MAT204,I007,4.0,"Too many assignments, difficult to manage.",61,40,57,78,47,13,15,86,8,Medium
S1369,PHY110,I009,3.3,Great teaching style and support from instructor.,94,43,92,74,7,27,8,75,11,Medium
S1370,CSE202,I016,4.6,"Average experience, nothing special.",66,67,60,49,48,8,1,59,16,Medium
S1371,MAT204,I005,4.3,"Too many assignments, difficult to manage.",65,57,39,98,0,14,2,48,41,Medium
S1372,CSE202,I020,4.0,Great teaching style and support from instructor.,84,65,78,55,6,13,9,25,12,Medium
S1373,ECE301,I010,1.2,Very interactive and engaging class.,51,79,50,74,30,23,19,71,57,High
S1374,CSE101,I018,1.0,"Slides were unclear, needs more clarity.",60,58,82,63,17,19,1,20,47,High
S1375,ECE301,I003,1.8,Good explanations with real-life examples.,90,94,83,46,11,55,9,71,46,High
S1376,MAT204,I013,3.7,"Slides were unclear, needs more clarity.",52,94,86,96,47,38,7,43,14,High
S1377,CSE202,I011,2.6,The lecture was clear but pace was fast.,78,99,49,97,29,46,16,53,28,Medium
S1378,CSE202,I017,2.6,"Average experience, nothing special.",67,96,78,73,32,23,0,26,51,Medium
S1379,PHY110,I013,4.5,Good explanations with real-life examples.,69,45,36,67,46,53,5,94,62,Medium
S1380,CSE202,I006,4.6,"Too many assignments, difficult to manage.",96,40,58,49,6,56,6,30,14,Medium
S1381,PHY110,I017,4.6,Very interactive and engaging class.,63,47,77,58,27,25,14,55,13,Medium
S1382,CSE101,I013,2.3,Very interactive and engaging class.,83,72,42,32,48,38,17,39,30,High
S1383,MAT204,I019,3.8,"Too many assignments, difficult to manage.",98,90,32,35,2,55,8,82,21,High
S1384,PHY110,I019,2.1,The lecture was clear but pace was fast.,80,82,31,63,42,21,7,99,32,High
S1385,CSE101,I010,1.8,"Too many assignments, difficult to manage.",89,60,45,90,5,22,9,82,9,High
S1386,CSE202,I003,1.7,Great teaching style and support from instructor.,91,63,35,46,30,21,3,88,25,High
S1387,CSE202,I014,2.4,"Average experience, nothing special.",67,64,74,64,37,6,19,49,40,High
S1388,CSE101,I019,2.7,"Average experience, nothing special.",79,86,100,54,14,55,7,49,34,Medium
S1389,CSE202,I005,4.3,The lecture was clear but pace was fast.,74,94,34,98,6,5,0,41,43,Medium
S1390,CSE101,I005,1.5,Good explanations with real-life examples.,68,96,85,47,42,47,7,80,16,High
S1391,PHY110,I020,3.9,"Too many assignments, difficult to manage.",57,82,100,26,29,14,11,40,69,High
S1392,PHY110,I017,3.1,The lecture was clear but pace was fast.,77,58,61,81,26,41,14,56,66,Medium
S1393,CSE101,I010,2.2,"Average experience, nothing special.",57,68,78,70,16,52,12,46,33,High
S1394,PHY110,I005,3.0,Good explanations with real-life examples.,80,92,42,65,17,9,15,54,12,Medium
S1395,PHY110,I004,2.2,"Too many assignments, difficult to manage.",52,49,59,39,21,59,17,57,38,High
S1396,PHY110,I006,3.4,Very interactive and engaging class.,52,95,54,57,25,16,0,79,20,High
S1397,ECE301,I004,2.7,"Too many assignments, difficult to manage.",93,51,89,80,26,40,16,89,52,Medium
S1398,MAT204,I007,1.7,"Slides were unclear, needs more clarity.",71,72,88,51,39,35,15,51,35,High
S1399,CSE202,I007,1.5,"Too many assignments, difficult to manage.",66,95,57,45,23,59,4,99,61,High
S1400,ECE301,I018,3.2,"Slides were unclear, needs more clarity.",85,46,87,77,7,42,19,99,54,Medium
S1401,PHY110,I003,4.6,Good explanations with real-life examples.,66,56,49,58,20,55,9,46,13,Medium
S1402,CSE101,I001,2.4,"Too many assignments, difficult to manage.",63,100,63,39,28,13,5,22,63,High
S1403,PHY110,I004,3.9,Good explanations with real-life examples.,100,100,34,69,42,48,11,68,67,Low
S1404,MAT204,I006,3.6,Good explanations with real-life examples.,58,97,89,98,20,30,9,49,49,High
S1405,PHY110,I009,4.7,"Average experience, nothing special.",79,99,72,71,2,19,16,41,41,Low
S1406,CSE101,I014,4.3,The lecture was clear but pace was fast.,70,49,86,41,30,20,1,38,25,Medium
S1407,MAT204,I012,3.3,Good explanations with real-life examples.,61,70,86,72,26,17,18,50,51,Medium
S1408,PHY110,I020,3.6,Good explanations with real-life examples.,86,99,83,85,45,29,19,39,69,Low
S1409,MAT204,I004,4.6,"Average experience, nothing special.",81,45,74,62,26,34,5,38,44,Low
S1410,CSE202,I012,2.6,"Average experience, nothing special.",60,56,66,42,8,57,12,21,18,Medium
S1411,CSE202,I010,2.3,"Too many assignments, difficult to manage.",69,89,77,96,32,11,8,59,56,High
S1412,PHY110,I007,1.0,"Average experience, nothing special.",84,76,83,83,32,59,11,58,35,High
S1413,MAT204,I003,4.3,"Too many assignments, difficult to manage.",96,57,77,28,25,56,17,91,71,High
S1414,CSE101,I014,4.2,Very interactive and engaging class.,95,65,35,26,27,8,7,73,61,High
S1415,PHY110,I010,1.4,"Average experience, nothing special.",60,88,63,60,43,47,17,46,52,High
S1416,CSE202,I016,3.3,The lecture was clear but pace was fast.,57,93,92,73,42,44,1,98,36,High
S1417,CSE202,I016,2.9,Good explanations with real-life examples.,53,55,77,84,30,42,7,31,35,High
S1418,PHY110,I010,1.5,The lecture was clear but pace was fast.,76,47,52,21,0,34,9,97,17,High
S1419,MAT204,I013,4.9,"Slides were unclear, needs more clarity.",93,63,42,23,19,14,8,90,19,High
S1420,CSE202,I006,1.9,"Average experience, nothing special.",89,52,76,97,11,34,17,36,39,High
S1421,MAT204,I012,1.3,Good explanations with real-life examples.,87,68,73,51,16,43,7,29,44,High
S1422,CSE202,I009,3.4,The lecture was clear but pace was fast.,96,71,61,21,14,11,18,38,33,High
S1423,CSE202,I013,4.0,"Average experience, nothing special.",79,63,55,83,33,40,2,49,8,Low
S1424,ECE301,I004,1.1,"Average experience, nothing special.",93,55,82,33,49,39,8,49,47,High
S1425,CSE202,I011,3.6,Very interactive and engaging class.,97,50,43,39,15,28,12,44,62,High
S1426,CSE101,I020,3.1,Very interactive and engaging class.,97,71,81,68,3,43,8,93,19,Medium
S1427,PHY110,I018,1.4,Good explanations with real-life examples.,76,45,65,27,7,40,19,85,41,High
S1428,PHY110,I011,1.7,"Slides were unclear, needs more clarity.",70,98,37,82,33,49,11,54,51,High
S1429,MAT204,I004,3.3,Very interactive and engaging class.,69,74,69,65,45,24,12,70,6,Medium
S1430,CSE202,I018,2.2,Very interactive and engaging class.,53,72,51,40,24,53,7,90,55,High
S1431,CSE101,I001,4.8,"Slides were unclear, needs more clarity.",60,57,45,51,14,36,14,90,59,Medium
S1432,MAT204,I007,4.3,The lecture was clear but pace was fast.,62,76,89,27,27,43,12,46,23,High
S1433,ECE301,I006,4.9,Very interactive and engaging class.,58,52,89,35,8,53,12,29,39,High
S1434,MAT204,I015,2.0,"Too many assignments, difficult to manage.",53,49,39,59,1,30,16,62,50,High
S1435,MAT204,I018,4.9,Great teaching style and support from instructor.,61,76,54,46,16,30,14,74,2,Medium
S1436,CSE202,I011,2.7,Great teaching style and support from instructor.,58,65,60,37,9,40,18,90,37,High
S1437,ECE301,I020,2.4,Very interactive and engaging class.,62,85,50,54,8,47,2,25,29,High
S1438,MAT204,I015,1.2,The lecture was clear but pace was fast.,97,56,62,71,30,39,13,25,36,High
S1439,CSE101,I016,1.2,"Average experience, nothing special.",75,40,60,34,1,47,9,96,61,High
S1440,CSE101,I007,3.8,The lecture was clear but pace was fast.,87,64,50,82,23,39,16,67,63,Low
S1441,PHY110,I010,2.8,Good explanations with real-life examples.,91,73,65,72,18,16,7,96,47,Medium
S1442,ECE301,I012,1.9,"Too many assignments, difficult to manage.",62,78,94,100,16,37,17,21,62,High
S1443,ECE301,I014,3.5,The lecture was clear but pace was fast.,88,49,33,85,42,40,11,70,66,Low
S1444,PHY110,I005,2.0,"Slides were unclear, needs more clarity.",77,59,97,50,48,18,16,80,27,High
S1445,MAT204,I018,3.3,"Too many assignments, difficult to manage.",68,46,33,80,9,37,10,38,36,Medium
S1446,ECE301,I005,2.4,Great teaching style and support from instructor.,73,95,38,83,49,50,8,21,58,High
S1447,CSE101,I003,4.3,"Too many assignments, difficult to manage.",68,55,59,53,27,49,14,70,64,Medium
S1448,CSE101,I005,4.3,"Slides were unclear, needs more clarity.",98,76,74,74,37,49,8,45,5,Low
S1449,CSE202,I017,2.9,Very interactive and engaging class.,62,68,33,78,47,28,11,89,43,Medium
S1450,ECE301,I019,2.4,"Slides were unclear, needs more clarity.",62,99,98,22,27,19,10,39,46,High
S1451,MAT204,I019,2.5,"Slides were unclear, needs more clarity.",77,51,52,36,49,35,16,42,40,High
S1452,PHY110,I012,4.2,Very interactive and engaging class.,51,56,45,97,49,21,5,73,66,High
S1453,PHY110,I009,2.3,Very interactive and engaging class.,59,87,51,97,0,16,7,34,23,High
S1454,MAT204,I001,1.8,Very interactive and engaging class.,71,59,77,65,2,26,9,25,12,High
S1455,CSE202,I018,1.3,Very interactive and engaging class.,62,65,91,57,14,27,14,54,38,High
S1456,PHY110,I004,2.9,Very interactive and engaging class.,58,87,89,54,9,30,3,94,52,High
S1457,ECE301,I010,2.9,"Slides were unclear, needs more clarity.",82,58,34,20,20,18,17,27,59,High
S1458,CSE202,I007,4.4,Good explanations with real-life examples.,63,97,36,48,36,16,10,76,8,Medium
S1459,ECE301,I001,1.9,Good explanations with real-life examples.,97,86,80,23,14,54,8,69,9,High
S1460,CSE101,I017,2.5,The lecture was clear but pace was fast.,69,51,94,80,22,8,8,68,52,Medium
S1461,CSE202,I002,4.2,Good explanations with real-life examples.,64,60,38,36,13,50,7,40,24,High
S1462,PHY110,I011,4.3,Great teaching style and support from instructor.,81,81,74,47,14,55,2,55,10,Medium
S1463,CSE202,I009,2.5,Good explanations with real-life examples.,82,100,76,69,9,17,17,90,47,Medium
S1464,CSE202,I007,2.8,"Slides were unclear, needs more clarity.",66,97,96,27,8,59,13,88,39,High
